DOI,publisher,journal,title,published_date,search_engine,search_keyword,searched_date,crawl_type,crawled_type,crawl_time [sec],crawled_date,HTML_download,PDF_download,PDF_download_url,PDF_download_type,PDF_to_XML,Num_of_paragraphs,Num_of_captions,Num_of_figures,% of HTML_download,% of PDF_download,% of figure extraction,Index
10.1039/c9tc04880d,RSC,['Journal of Materials Chemistry C'],['Interface-engineered reliable HfO<sub>2</sub>-based RRAM for synaptic simulation'],,crossref,,,html,html,,,O,X,,,X,18.0,7.0,7.0,1.0,0.0,1.0,903.0
10.1109/ted.2018.2827420,IEEE,['IEEE Transactions on Electron Devices'],['Ionic Transport Barrier Tuning by Composition in Pr<sub>1??  lt;italic   gt;x   lt;/italic   gt;</sub>Ca<sub>   lt;italic   gt;x   lt;/italic   gt;</sub>MnO<sub>3</sub>-Based Selector-Less RRAM and Its Effect on Memory Performance'],,crossref,,,html,html,,,O,X,,,X,43.0,9.0,9.0,1.0,0.0,1.0,904.0
10.1109/ted.2016.2612824,IEEE,['IEEE Transactions on Electron Devices'],['Self-Selection RRAM Cell With Sub- mu textA Switching Current and Robust Reliability Fabricated by High- K /Metal Gate CMOS Compatible Technology'],,crossref,,,html,html,,,O,X,,,X,47.0,15.0,15.0,1.0,0.0,1.0,905.0
10.35848/1882-0786/abec58,None,['Applied Physics Express'],['Realizing forming-free characteristic by doping Ag into HfO<sub>2</sub>-based RRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,906.0
10.1088/1361-6641/aaaf41,None,['Semiconductor Science and Technology'],['Comparisons of switching characteristics between Ti/Al<sub>2</sub>O<sub>3</sub>/Pt and TiN/Al<sub>2</sub>O<sub>3</sub>/Pt RRAM devices with various compliance currents'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,33.0,2.0,2.0,1.0,1.0,1.0,907.0
10.1109/mdt.2010.96,None,['IEEE Design    amp; Test of Computers'],['Fast-Write Resistive RAM (RRAM) for Embedded Applications'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,20.0,1.0,1.0,1.0,1.0,1.0,908.0
10.1039/c9tc90222h,RSC,['Journal of Materials Chemistry C'],['Correction: Interface-engineered reliable HfO<sub>2</sub>-based RRAM for synaptic simulation'],,crossref,,,html,pdf,,,O,O,,Scihub,X,7.0,0.0,0.0,1.0,1.0,0.0,909.0
10.1149/2.022202ssl,None,['ECS Solid State Letters'],"[""Publisher's Note: The Effect of Silicon Oxide Based RRAM with Tin Doping [Electrochem. Solid-State Lett., 15, H65 (2012)]""]",,crossref,,,pdf,pdf,,,O,O,,Scihub,X,0.0,0.0,0.0,1.0,1.0,0.0,910.0
10.1007/s10832-017-0095-9,Springer,['Journal of Electroceramics'],"['Resistive random access memory (RRAM) technology: From material, device, selector, 3D integration to bottom-up fabrication']",,crossref,,,html,html,,,O,X,,,X,81.0,20.0,20.0,1.0,0.0,1.0,911.0
10.1088/1742-6596/917/3/032023,None,['Journal of Physics: Conference Series'],['Investigation of resistive switching of Zn<sub>x</sub>Ti<sub>y</sub>Hf<sub>z</sub>O<sub>i</sub> nanocomposite for RRAM elements manufacturing'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,8.0,3.0,3.0,1.0,1.0,1.0,912.0
10.1149/1.3694298,None,['ECS Transactions'],['Access Strategies for Resistive Random Access Memory (RRAM)'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,15.0,2.0,2.0,1.0,1.0,1.0,913.0
10.1016/j.surfcoat.2012.07.039,None,['Surface and Coatings Technology'],['Effect of ITO electrode with different oxygen contents on the electrical characteristics of HfO x RRAM devices'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,9.0,4.0,4.0,1.0,1.0,1.0,914.0
10.1016/j.sse.2019.02.010,None,['Solid-State Electronics'],['Improvement of sensing margin and reset switching fail of RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,14.0,8.0,8.0,1.0,1.0,1.0,915.0
10.1002/aelm.201700561,Wiley,['Advanced Electronic Materials'],"['Design of CMOS Compatible, High-Speed, Highly-Stable Complementary Switching with Multilevel Operation in 3D Vertically Stacked Novel HfO<sub>2</sub>/Al<sub>2</sub><sub>3</sub>/TiO<i><sub>x</sub></i>(HAT) RRAM']",,crossref,,,html,pdf,,,O,O,,Scihub,O,16.0,4.0,4.0,1.0,1.0,1.0,916.0
10.1109/led.2011.2170654,IEEE,['IEEE Electron Device Letters'],['Linear Scaling of Reset Current Down to 22-nm Node for a Novel hboxCu_xhboxSi_yhboxO RRAM'],,crossref,,,html,html,,,O,X,,,X,21.0,5.0,5.0,1.0,0.0,1.0,917.0
10.1088/1361-6641/ac3dd3,None,['Semiconductor Science and Technology'],['Enhanced switching ratio of sol?밽el-processed Y<sub>2</sub>O<sub>3</sub> RRAM device by suppressing oxygen vacancy formation at high annealing temperatures'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,918.0
10.1109/tvlsi.2018.2808468,IEEE,['IEEE Transactions on Very Large Scale Integration (VLSI) Systems'],"['Accelerating    lt;inline-formula   gt;    lt;tex-math notation=""LaTeX""   gt;k    lt;/tex-math   gt;   lt;/inline-formula   gt;-Medians Clustering Using a Novel 4T-4R RRAM Cell']",,crossref,,,html,html,,,O,X,,,X,139.0,28.0,25.0,1.0,0.0,0.892857143,919.0
10.1109/tcsii.2021.3067385,IEEE,['IEEE Transactions on Circuits and Systems II: Express Briefs'],['Efficient and Robust Nonvolatile Computing-In-Memory Based on Voltage Division in 2T2R RRAM With Input-Dependent Sensing Control'],,crossref,,,html,html,,,O,X,,,X,52.0,13.0,13.0,1.0,0.0,1.0,920.0
10.1039/d1ra08103a,RSC,['RSC Advances'],['Improved resistive switching characteristics of a multi-stacked HfO<sub>2</sub>/Al<sub>2</sub>O<sub>3</sub>/HfO<sub>2</sub> RRAM structure for neuromorphic and synaptic applications: experimental and computational study'],,crossref,,,html,html,,,O,X,,,X,17.0,11.0,11.0,1.0,0.0,1.0,921.0
10.1016/j.sse.2016.07.007,None,['Solid-State Electronics'],['Improvement of performances HfO 2 -based RRAM from elementary cell to 16 kb demonstrator by introduction of thin layer of Al 2 O 3'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,21.0,7.0,7.0,1.0,1.0,1.0,922.0
10.1109/tcsi.2016.2579503,IEEE,['IEEE Transactions on Circuits and Systems I: Regular Papers'],"['A SPICE Model of the    lt;inline-formula   gt;    lt;tex-math notation=""LaTeX""   gt;textrmTa_2textrmO_5/textrmTaO_textrmx   lt;/tex-math   gt;    lt;/inline-formula   gt; Bi-Layered RRAM']",,crossref,,,html,html,,,O,X,,,X,71.0,14.0,13.0,1.0,0.0,0.928571429,923.0
10.1088/0022-3727/46/24/245107,None,['Journal of Physics D: Applied Physics'],['Investigation on the RESET switching mechanism of bipolar Cu/HfO<sub>2</sub>/Pt RRAM devices with a statistical methodology'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,25.0,8.0,8.0,1.0,1.0,1.0,924.0
10.3310/zxhi9396,None,['Health Technology Assessment'],['Heparin versus citrate anticoagulation for continuous renal replacement therapy in intensive care: the RRAM observational study'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,925.0
10.1021/acsami.9b21530,None,['ACS Applied Materials    amp; Interfaces'],['Toward a Reliable Synaptic Simulation Using Al-Doped HfO<sub>2</sub> RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,32.0,9.0,9.0,1.0,1.0,1.0,926.0
10.1109/ted.2018.2792221,IEEE,['IEEE Transactions on Electron Devices'],['Investigation of Preexisting and Generated Defects in Nonfilamentary a-Si/TiO<sub>2</sub> RRAM and Their Impacts on RTN Amplitude Distribution'],,crossref,,,html,html,,,O,X,,,X,56.0,12.0,12.0,1.0,0.0,1.0,927.0
10.1016/j.mee.2013.02.087,None,['Microelectronic Engineering'],['Scaled X-bar TiN/HfO2/TiN RRAM cells processed with optimized plasma enhanced atomic layer deposition (PEALD) for TiN electrode'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,12.0,12.0,12.0,1.0,1.0,1.0,928.0
10.1109/ted.2022.3150285,IEEE,['IEEE Transactions on Electron Devices'],['A Functional Novel Logic for Max/Min Computing in One-Transistor-One-Resistor Devices With Resistive Random Access Memory (RRAM)'],,crossref,,,html,html,,,O,X,,,X,36.0,9.0,7.0,1.0,0.0,0.7777777779999999,929.0
10.1007/s40089-017-0217-z,Springer,['International Nano Letters'],['Effect of write voltage and frequency on the reliability aspects of memristor-based RRAM'],,crossref,,,html,html,,,O,X,,,X,22.0,6.0,6.0,1.0,0.0,1.0,930.0
10.1109/tcsii.2022.3157767,IEEE,['IEEE Transactions on Circuits and Systems II: Express Briefs'],['A 0.02,,crossref,,,html,html,,,O,X,,,X,58.0,11.0,10.0,1.0,0.0,0.909090909,931.0
10.1109/led.2010.2099201,IEEE,['IEEE Electron Device Letters'],['Good Endurance and Memory Window for hboxTi/HfO_x Pillar RRAM at 50-nm Scale by Optimal Encapsulation Layer'],,crossref,,,html,html,,,O,X,,,X,21.0,4.0,4.0,1.0,0.0,1.0,932.0
10.1016/j.apsusc.2022.154084,None,['Applied Surface Science'],"['Conduction mechanism and impedance analysis of HfO<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si20.svg"" display=""inline"" id=""d1e505""><mml:msub><mml:mrow /><mml:mrow><mml:mi>x</mml:mi></mml:mrow></mml:msub></mml:math>-based RRAM at different resistive states']",,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,933.0
10.3310/zxhi9396-c202204,None,['Health Technology Assessment'],['Erratum: Heparin versus citrate anticoagulation for continuous renal replacement therapy in intensive care: the RRAM observational study'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,934.0
10.1109/ted.2019.2937278,IEEE,['IEEE Transactions on Electron Devices'],['Overcoming Limited Resistance in 1T1R RRAM Caused by Pinch-Off Voltage During Reset Process'],,crossref,,,html,html,,,O,X,,,X,29.0,6.0,6.0,1.0,0.0,1.0,935.0
10.1002/aelm.202000439,Wiley,['Advanced Electronic Materials'],['Tailoring the Switching Dynamics in Yttrium Oxide?륛ased RRAM Devices by Oxygen Engineering: From Digital to Multi?륧evel Quantization toward Analog Switching'],,crossref,,,html,pdf,,,O,O,,Scihub,O,46.0,6.0,6.0,1.0,1.0,1.0,936.0
10.1109/ted.2020.2976106,IEEE,['IEEE Transactions on Electron Devices'],['Investigation of the Thermal Recovery From Reset Breakdown of a SiN<i><sub>x</sub></i>-Based RRAM'],,crossref,,,html,html,,,O,X,,,X,43.0,9.0,9.0,1.0,0.0,1.0,937.0
10.1109/jeds.2018.2833504,IEEE,['IEEE Journal of the Electron Devices Society'],['Enhancing the Electrical Uniformity and Reliability of the HfO<sub>2</sub>-Based RRAM Using High-Permittivity Ta<sub>2</sub>O<sub>5</sub> Side Wall'],,crossref,,,html,html,,,O,X,,,X,30.0,5.0,5.0,1.0,0.0,1.0,938.0
10.1109/ted.2021.3110464,IEEE,['IEEE Transactions on Electron Devices'],['SAPIENS: A 64-kb RRAM-Based Non-Volatile Associative Memory for One-Shot Learning and Inference at the Edge'],,crossref,,,html,html,,,O,X,,,X,46.0,9.0,9.0,1.0,0.0,1.0,939.0
10.1063/1.4978033,AIP,['Applied Physics Letters'],['The role of nitrogen doping in ALD Ta<sub>2</sub>O<sub>5</sub> and its influence on multilevel cell switching in RRAM'],,crossref,,,html,html,,,O,X,,,X,11.0,5.0,5.0,1.0,0.0,1.0,940.0
10.1109/jeds.2019.2915975,IEEE,['IEEE Journal of the Electron Devices Society'],['Impact of the Stacking Order of HfO<sub><i>x</i></sub> and AlO<sub><i>x</i></sub> Dielectric Films on RRAM Switching Mechanisms to Behave Digital Resistive Switching and Synaptic Characteristics'],,crossref,,,html,html,,,O,X,,,X,43.0,9.0,9.0,1.0,0.0,1.0,941.0
10.1109/jeds.2017.2782184,IEEE,['IEEE Journal of the Electron Devices Society'],"['Bidirectional Non-Filamentary RRAM as an Analog Neuromorphic Synapse, Part II: Impact of Al/Mo/Pr<sub>0.7</sub>Ca<sub>0.3</sub>MnO<sub>3</sub> Device Characteristics on Neural Network Training Accuracy']",,crossref,,,html,html,,,O,X,,,X,82.0,17.0,17.0,1.0,0.0,1.0,942.0
10.1109/ted.2017.2763960,IEEE,['IEEE Transactions on Electron Devices'],['A 14-nm FinFET Logic CMOS Process Compatible RRAM Flash With Excellent Immunity to Sneak Path'],,crossref,,,html,html,,,O,X,,,X,62.0,20.0,19.0,1.0,0.0,0.95,943.0
10.1109/led.2013.2278072,IEEE,['IEEE Electron Device Letters'],"['28-nm 2T High-   lt;formula formulatype=""inline""   gt;   lt;tex Notation=""TeX""   gt;K   lt;/tex   gt;   lt;/formula   gt; Metal Gate Embedded RRAM With Fully Compatible CMOS Logic Processes']",,crossref,,,html,html,,,O,X,,,X,17.0,6.0,5.0,1.0,0.0,0.833333333,944.0
10.1186/1556-276x-8-523,Springer,['Nanoscale Research Letters'],['Space electric field concentrated effect for Zr:SiO2 RRAM devices using porous SiO2 buffer layer'],,crossref,,,html,html,,,O,X,,,X,14.0,5.0,5.0,1.0,0.0,1.0,945.0
10.1109/ted.2015.2503145,IEEE,['IEEE Transactions on Electron Devices'],"['HfO   lt;sub   gt;2   lt;/sub   gt;-Based RRAM: Electrode Effects, Ti/HfO   lt;sub   gt;2   lt;/sub   gt; Interface, Charge Injection, and Oxygen (O) Defects Diffusion Through Experiment and    lt;italic   gt;Ab Initio   lt;/italic   gt; Calculations']",,crossref,,,html,html,,,O,X,,,X,78.0,20.0,18.0,1.0,0.0,0.9,946.0
10.1109/ted.2017.2709338,IEEE,['IEEE Transactions on Electron Devices'],['Low-Power Forming Free TiO<sub>2??  lt;italic   gt;x   lt;/italic   gt;</sub>/HfO<sub>2??  lt;italic   gt;y   lt;/italic   gt;</sub>/TiO<sub>2??  lt;italic   gt;x   lt;/italic   gt;</sub>-Trilayer RRAM Devices Exhibiting Synaptic Property Characteristics'],,crossref,,,html,pdf,,,O,O,,Scihub,O,20.0,12.0,14.0,1.0,1.0,1.166666667,947.0
10.1109/led.2014.2334311,IEEE,['IEEE Electron Device Letters'],['The Role of Ti Capping Layer in HfO   lt;sub   gt;   lt;italic   gt;x   lt;/italic   gt;   lt;/sub   gt;-Based RRAM Devices'],,crossref,,,html,html,,,O,X,,,X,23.0,4.0,4.0,1.0,0.0,1.0,948.0
10.1109/led.2012.2217932,IEEE,['IEEE Electron Device Letters'],['Origin of Hopping Conduction in Sn-Doped Silicon Oxide RRAM With Supercritical hboxCO_2 Fluid Treatment'],,crossref,,,html,html,,,O,X,,,X,21.0,4.0,4.0,1.0,0.0,1.0,949.0
10.1109/tns.2014.2321833,IEEE,['IEEE Transactions on Nuclear Science'],"['Single- and Multiple-Event Induced Upsets in    lt;formula formulatype=""inline""   gt;   lt;tex Notation=""TeX""   gt;rm HfO_2/rm Hf   lt;/tex   gt;   lt;/formula   gt; 1T1R RRAM']",,crossref,,,html,html,,,O,X,,,X,67.0,14.0,13.0,1.0,0.0,0.928571429,950.0
10.1109/led.2018.2849507,IEEE,['IEEE Electron Device Letters'],['Analyzing Electric Field Effect by Applying an Ultra-Short Time Pulse Condition in Hafnium Oxide-Based RRAM'],,crossref,,,html,html,,,O,X,,,X,20.0,4.0,4.0,1.0,0.0,1.0,951.0
10.1109/tns.2014.2365493,IEEE,['IEEE Transactions on Nuclear Science'],"['Dynamic Modeling of Radiation-Induced State Changes in    lt;formula formulatype=""inline""   gt;   lt;tex Notation=""TeX""   gt;hbox HfO_2/hbox Hf   lt;/tex   gt;   lt;/formula   gt; 1T1R RRAM']",,crossref,,,html,html,,,O,X,,,X,71.0,16.0,14.0,1.0,0.0,0.875,952.0
10.1109/led.2013.2294375,IEEE,['IEEE Electron Device Letters'],"['Novel Defects-Trapping rm TaO_rm X/rm HfO_rm X RRAM With Reliable Self-Compliance, High Nonlinearity, and Ultra-Low Current']",,crossref,,,html,html,,,O,X,,,X,22.0,4.0,4.0,1.0,0.0,1.0,953.0
10.1002/aelm.202070044,Wiley,['Advanced Electronic Materials'],['Neuromorphic Computing: Tailoring the Switching Dynamics in Yttrium Oxide?륛ased RRAM Devices by Oxygen Engineering: From Digital to Multi?륧evel Quantization toward Analog Switching (Adv. Electron. Mater. 11/2020)'],,crossref,,,html,pdf,,,O,O,,Scihub,X,0.0,0.0,0.0,1.0,1.0,0.0,954.0
10.1088/1361-6463/ab92c5,None,['Journal of Physics D: Applied Physics'],['Impact of electrode thermal conductivity on high resistance state level in HfO<sub>2</sub>-based RRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,955.0
10.1039/c7nr02305g,RSC,['Nanoscale'],['Attaining resistive switching characteristics and selector properties by varying forming polarities in a single HfO<sub>2</sub>-based RRAM device with a vanadium electrode'],,crossref,,,html,html,,,O,X,,,X,17.0,4.0,4.0,1.0,0.0,1.0,956.0
10.1109/led.2013.2251995,IEEE,['IEEE Electron Device Letters'],['Hopping effect of hydrogen-doped silicon oxide insert RRAM by supercritical CO<sub>2</sub> fluid treatment'],,crossref,,,html,html,,,O,X,,,X,14.0,4.0,4.0,1.0,0.0,1.0,957.0
10.1109/led.2015.2426055,IEEE,['IEEE Electron Device Letters'],['Improvement of Resistive Switching Characteristic in Silicon Oxide-Based RRAM Through Hydride- Oxidation on Indium Tin Oxide Electrode by Supercritical CO   lt;sub   gt;2   lt;/sub   gt; Fluid'],,crossref,,,html,html,,,O,X,,,X,22.0,4.0,4.0,1.0,0.0,1.0,958.0
10.1103/physrevapplied.14.034029,APS,['Physical Review Applied'],"['Role of Oxygen Defects in Conductive-Filament Formation in <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline"" overflow=""scroll""><mml:msub><mml:mi mathvariant=""normal"">Y</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>3</mml:mn></mml:msub></mml:math>-Based Analog RRAM Devices as Revealed by Fluctuation Spectroscopy']",,crossref,,,html,html,,,O,X,,,X,15.0,3.0,3.0,1.0,0.0,1.0,959.0
10.21272/jnep.12(1).01007,None,['Journal of Nano- and Electronic Physics'],['Effect of Top Electrode Materials on Switching Characteristics and Endurance Properties of Zinc Oxide Based RRAM Device'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,960.0
10.15251/jor.2022.183.301,None,['Journal of Ovonic Research'],"['Theoretical investigation of doped LiMg1-xYxN (Y = Ag, Cu, Mn, Zn) for RRAM application']",,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,961.0
10.21272/jnep.8(4(1)).04030,None,['Journal of Nano- and Electronic Physics'],"['Investigating the Temperature Effects on ZnO, TiO2, WO3 and HfO2 Based Resistive Random Access Memory (RRAM) Devices']",,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,962.0
10.1063/5.0098461,AIP,['Applied Physics Letters'],['The influence of device structure on resistance switching in PbS QDs film inserted RRAM'],,crossref,,,html,html,,,O,X,,,X,17.0,6.0,6.0,1.0,0.0,1.0,963.0
10.1109/access.2021.3129878,IEEE,['IEEE Access'],['EnTiered-ReRAM: An Enhanced Low Latency and Energy Efficient TLC Crossbar ReRAM Architecture'],,crossref,,,html,html,,,O,X,,,X,119.0,25.0,15.0,1.0,0.0,0.6,964.0
10.21276/ijre.2019.6.3.2,None,['International Journal of Research and Engineering'],['Resistive Random Access Memory (ReRAM)'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,965.0
10.1109/tvlsi.2017.2655730,IEEE,['IEEE Transactions on Very Large Scale Integration (VLSI) Systems'],['Automatic ReRAM SPICE Model Generation From Empirical Data for Fast ReRAM-Circuit Coevaluation'],,crossref,,,html,html,,,O,X,,,X,94.0,22.0,17.0,1.0,0.0,0.772727273,966.0
10.1007/s10776-018-0391-6,Springer,['International Journal of Wireless Information Networks'],['A ReRAM Physically Unclonable Function (ReRAM PUF)-Based Approach to Enhance Authentication Security in Software Defined Wireless Networks'],,crossref,,,html,pdf,,,O,O,,Scihub,O,54.0,6.0,6.0,1.0,1.0,1.0,967.0
10.1002/aelm.201870011,Wiley,['Advanced Electronic Materials'],['ReRAM: Role of the Electrode Material on the RESET Limitation in Oxide ReRAM Devices (Adv. Electron. Mater. 2/2018)'],,crossref,,,html,pdf,,,O,O,,Scihub,X,0.0,0.0,0.0,1.0,1.0,0.0,968.0
10.1016/j.vlsi.2019.08.003,None,['Integration'],['Power-efficient ReRAM-aware CNN model generation'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,95.0,0.0,0.0,1.0,1.0,0.0,969.0
10.4313/jkem.2009.22.12.1014,None,['Journal of the Korean Institute of Electrical and Electronic Material Engineers'],['A Study on the Development of Chalcogenide-based ReRAMResistance RAM) Device with Holographic Lithography Method'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,970.0
10.3131/jvsj2.56.176,None,['Journal of the Vacuum Society of Japan'],['Memory Characteristics of Filaments in Tiny ReRAM Structure'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,971.0
10.1587/elex.9.795,None,['IEICE Electronics Express'],['ReRAM technology; challenges and prospects'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,17.0,7.0,7.0,1.0,1.0,1.0,972.0
10.1088/2053-1591/aaa1fc,None,['Materials Research Express'],['Atomistic mechanisms of ReRAM cell operation and reliability'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,13.0,11.0,11.0,1.0,1.0,1.0,973.0
10.3724/sp.j.1077.2012.11776,None,['Journal of Inorganic Materials'],['Effects of Annealing Temperatures on Resistive Switching Characteristics of TiO   lt;SUB   gt;2   lt;/SUB   gt; Based ReRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,974.0
10.1109/tcsi.2021.3072210,IEEE,['IEEE Transactions on Circuits and Systems I: Regular Papers'],['Investigation of ReRAM Variability on Flow-Based Edge Detection Computing Using HfO<sub>2</sub>-Based ReRAM Arrays'],,crossref,,,html,html,,,O,X,,,X,72.0,12.0,11.0,1.0,0.0,0.916666667,975.0
10.1088/1674-4926/33/5/054011,None,['Journal of Semiconductors'],['Resistive switching characteristics of Ni/HfO<sub>2</sub>/Pt ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,41.0,0.0,0.0,1.0,1.0,0.0,976.0
10.1109/ted.2019.2961505,IEEE,['IEEE Transactions on Electron Devices'],"['ReRAM: History, Status, and Future']",,crossref,,,html,html,,,O,X,,,X,124.0,20.0,16.0,1.0,0.0,0.8,977.0
10.1109/access.2021.3076445,IEEE,['IEEE Access'],['Design Exploration of ReRAM-Based Crossbar for AI Inference'],,crossref,,,html,html,,,O,X,,,X,82.0,16.0,13.0,1.0,0.0,0.8125,978.0
10.1016/j.vacuum.2017.05.041,None,['Vacuum'],['Bipolar resistive switching behavior in Cu/AlN/Pt structure for ReRAM application'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,14.0,1.0,1.0,1.0,1.0,1.0,979.0
10.1149/ma2011-02/27/1927,None,['ECS Meeting Abstracts'],['Synchrotron Radiation Nano-Spectroscopy of Dielectrics for LSI and ReRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,980.0
10.1016/j.mejo.2019.06.004,None,['Microelectronics Journal'],['Adaptive programming in multi-level cell ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,54.0,7.0,7.0,1.0,1.0,1.0,981.0
10.3390/cryptography5010008,None,['Cryptography'],['TRNGs from Pre-Formed ReRAM Arrays'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,71.0,14.0,14.0,1.0,1.0,1.0,982.0
10.1002/pssa.201532375,Wiley,['physica status solidi (a)'],['Dependence of the SET switching variability on the initial state in HfO<i><sub>x</sub></i>-based ReRAM'],,crossref,,,html,pdf,,,O,O,,Scihub,O,12.0,4.0,4.0,1.0,1.0,1.0,983.0
10.5370/kiee.2016.65.8.1369,None,['The Transactions of The Korean Institute of Electrical Engineers'],['A Review: Comparison of Fabrication and Characteristics of Flexible ReRAM and Multi-Insulating Graphene Oxide Layer ReRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,984.0
10.1016/j.mee.2015.04.044,None,['Microelectronic Engineering'],['Engineering ReRAM for high-density applications'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,9.0,6.0,6.0,1.0,1.0,1.0,985.0
10.1109/jproc.2010.2070830,IEEE,['Proceedings of the IEEE'],['Resistive Random Access Memory (ReRAM) Based on Metal Oxides'],,crossref,,,html,html,,,O,X,,,X,63.0,10.0,9.0,1.0,0.0,0.9,986.0
10.3390/make1010005,None,['Machine Learning and Knowledge Extraction'],['A Survey of ReRAM-Based Architectures for Processing-In-Memory and Neural Networks'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,72.0,0.0,0.0,1.0,1.0,0.0,987.0
10.1109/access.2019.2951661,IEEE,['IEEE Access'],['ARIA: Additive ReRAM-based Integrity and Aging Monitoring for ICs'],,crossref,,,html,pdf,,,O,O,,Scihub,O,28.0,6.0,6.0,1.0,1.0,1.0,988.0
10.1016/j.mejo.2015.10.006,None,['Microelectronics Journal'],['A multilevel memristor?밅MOS memory cell as a ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,44.0,9.0,9.0,1.0,1.0,1.0,989.0
10.3389/fnano.2021.765947,None,['Frontiers in Nanotechnology'],['TReMo+: Modeling Ternary and Binary ReRAM-Based Memories With Flexible Write-Verification Mechanisms'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,990.0
10.1557/opl.2014.905,None,['MRS Proceedings'],['Ink-Jet Printed Cu/CuxO/Ag ReRAM Memory Devices Fabricated on Flexible Substrate'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,8.0,4.0,4.0,1.0,1.0,1.0,991.0
10.7567/1347-4065/aafb60,None,['Japanese Journal of Applied Physics'],['An ReRAM-based neuron device for neuromorphic pulse coding'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,25.0,6.0,6.0,1.0,1.0,1.0,992.0
10.1557/adv.2019.265,Springer,['MRS Advances'],['Performance Degradation Due to Nonlocal Heating Effects in Resistive ReRAM Memory Arrays'],,crossref,,,html,pdf,,,O,O,,Scihub,O,8.0,3.0,3.0,1.0,1.0,1.0,993.0
10.1016/j.sse.2015.06.013,None,['Solid-State Electronics'],['Array-level stability enhancement of 50nm AlxOy ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,33.0,1.0,1.0,1.0,1.0,1.0,994.0
10.3390/app12041785,None,['Applied Sciences'],['Key Recovery for Content Protection Using Ternary PUFs Designed with Pre-Formed ReRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,995.0
10.22184/1993-8578.2021.14.7s.797.798,None,['Nanoindustry Russia'],['圭???槻?鬼??赳 ?????糾 ????鬼龜?????? ??????規槻???赳 ? RERAM-鬼龜?叫?龜叫??奎 ?? ?鬼???? ??鬼??? ??圭??赳'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,996.0
